X,Y,id,@id,addr:city,addr:housenumber,addr:postcode,addr:street,building,building:levels,name,type,name:zh,tourism,name:hi,shop,source,website,wheelchair,opening_hours,operator,smoking,artwork_type,wikidata,alt_name,amenity,aeroway,area,building:min_level,description,phone,email,name:en,landuse,elevation,internet_access,layer,level,network,platforms,public_transport,railway,ref,train,wikipedia,building_1,addr:place,height,addr:country,addr:district,addr:state,atm,brand:wikidata,brand:wikipedia,drive_through,fax,natural,water,brand,short_name
72.84138308,19.02031082,way/135732930,way/135732930,Mumbai,,,,commercial,3,Mukund Mansio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83235965,19.13480021,way/193632117,way/193632117,,,,,commercial,,"Apple, Imagine",,,,,computer,,,,Unicorn Systems,Merce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83247319,19.13647109,way/193632130,way/193632130,,,,,commercial,,Kuber Complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83286184,19.1348274,way/193632132,way/193632132,,,,,commercial,,Fun Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83160304,19.13670461,way/193632136,way/193632136,,,,,commercial,,Sab TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83211505,19.1403761,way/193632139,way/193632139,,,,,commercial,,Valecha Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84102118,18.99637566,way/198565442,way/198565442,Mumbai,,,,commercial,,Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84059313,18.99659802,way/198565444,way/198565444,Mumbai,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8361843,19.14638447,way/202061691,way/202061691,,,,,commercial,,"Transit Camp, Behram Baug",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83547122,19.18561265,way/202661506,way/202661506,Mumbai,,400064,Link Road,commercial,6,Palm court M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83160487,18.92713505,way/206808197,way/206808197,Mumbai,,400001,Mahatma Gandhi Road,commercial,,Jehangir Art Gallery,,,gallery,,,,,,,,,painting,Q6176452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83320643,18.9264062,way/206808211,way/206808211,Mumbai,,400001,Shahid Bhagat Singh Road,commercial,,Hornbill House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83595052,18.93570943,way/207361750,way/207361750,Mumbai,,400001,Perin Nariman Street,commercial,,Olympus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.90086123,19.06185881,way/222988765,way/222988765,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82166012,18.92696759,way/229153817,way/229153817,Mumbai,,400021,R N Goenka Marg,commercial,,Chander Mukhi,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82107361,18.92630678,way/229154092,way/229154092,Mumbai,,400021,R N Goenka Marg,commercial,,Bakhtawar,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82137606,18.9266259,way/229154093,way/229154093,Mumbai,,400021,R N Goenka Marg,commercial,,Sakhar Bhavan,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.88118489,19.03145296,way/246344383,way/246344383,Mumbai,,400037,Anik Wadala Link Road,commercial,,Carnival Cinemas,,,,,,,http://www.bigcinemas.com/in/,,,,,,,IMAX Big Cinema,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8331806,19.0560001,way/255363944,way/255363944,"Bandra, Mumbai",,400050,Ramdas Naik Road (Hill Road),commercial,,Elco Arcade Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8335986,19.05633563,way/255363966,way/255363966,"Bandra, Mumbai",,400050,Ramdas Naik Road (Hill Road),commercial,,Main Street Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.87006394,19.12057699,way/267199156,way/267199156,,,,,commercial,,Samruddhi Venture Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82454025,18.99670652,way/275862896,way/275862896,Mumbai,,,,commercial,,Marathon Innova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.9705086,19.22704403,way/286832620,way/286832620,,,,,commercial,,Emerald Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8841057,19.06319229,way/289851896,way/289851896,"Mumbai,Kurla(East)",,400024,Pradip Dattatraya Samant Marg,commercial,,High School(S.K.P),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83408099,19.13228292,way/297024867,way/297024867,,,,,commercial,,Janki Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.90086165,19.06337553,way/315441398,way/315441398,mumbai,Prakash thorat marg,400089,chembur stn,commercial,,B.M.C QUATERS,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.87438418,19.09662064,way/315613914,way/315613914,Mumbai,,,,commercial,3,Terminal 2,,2号航站楼,,,,,,,,,,,,Sahar,,terminal,yes,0,International Terminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.87241006,19.11723721,way/320166672,way/320166672,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.18416146,18.99688956,way/328900738,way/328900738,Panvel,,410206,"Vangani, Nere, Panvel Matheran Road, Wangani Tarf Waje,",commercial,6,Mercy Mines,,,,,,,,,,,no,,,,,,,,,022 3222 7597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.91317265,19.12343375,way/340871376,way/340871376,Mumbai,"307, Powai Plaza",400076,Central Avenue,commercial,3,PAJASA Apartments,,,,,,,,,,,yes,,,,,,,,PAJASA is one of its kind companies in the field of corporate hospitality. PAJASA was founded in July 2014 as an online service apartment aggregator company ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.89306783,19.04427783,way/346409690,way/346409690,Mumbai,,,,commercial,,Shree Sanatan Dharam Vidhalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.861994,19.11694335,way/346411641,way/346411641,Mumbai,,400093,,commercial,,HOLY FAMILY HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.90400966,19.05602534,way/346418222,way/346418222,,,,,commercial,,afac high school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.86452857,19.20981865,way/352802658,way/352802658,,,,,commercial,,Thakur Vidya Mandir  High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.86686952,19.21263323,way/352802691,way/352802691,,,,,commercial,,Childrens Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.96025565,19.20868255,way/352923028,way/352923028,Thane (West),,,Pokhran Road 1,commercial,,Vedant Complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.9608949,19.2089044,way/352923052,way/352923052,Thane (West),,,Pokhran Road 1,commercial,,Vedant Complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.95432127,19.19421983,way/352928157,way/352928157,Thane (West),,,Road Number 16,commercial,,LOTUS PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8677227,19.2129955,way/352928802,way/352928802,,,,,commercial,,V MALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.9452083,19.1539486,way/352973053,way/352973053,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.89296819,19.11318899,way/352992449,way/352992449,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.96016679,19.17636999,way/353148454,way/353148454,Mulund (West),,,,commercial,25,City Of Joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.97037633,19.21863776,way/353151480,way/353151480,Thane,,400606,Pokhran Road 2,commercial,,Ashar Tiara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.85318033,19.1450672,way/353161506,way/353161506,,,,,commercial,,Lotus Corporate Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.86133169,19.06393841,way/353172637,way/353172637,Mumbai,,,,commercial,,ICICI Bank,,,,,,,,,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.86193498,19.06329662,way/353172651,way/353172651,Mumabi,,,,commercial,,The Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.93902223,19.1684727,way/353172714,way/353172714,Mulund (West),,,,commercial,9,Hallmark Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.91133332,19.11185845,way/353173667,way/353173667,"Powai, Mumbai","Supreme Business Park, 205, Level - 2, Wing B",400076,High Street,commercial,2,iKeva Powai,,,,,,,https://www.ikeva.com/coworking-space/mumbai/,,,,,,,,,,,,"iKeva’s coworking spaces in Mumbai are built to embrace the collaborative and freelance work style of the financial capital of India, enabling you to enjoy the benefits of a connected economy.",022 6243 2100,contact@ikeva.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.96146707,19.2100311,way/353174023,way/353174023,Thane (West),,,Pokhran Road 1,commercial,,Laxmi Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.95606845,19.18019278,way/353174612,way/353174612,Mulund (West),,,Sarojini Naidu Road,commercial,4,Shanti Industrial Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.85701884,19.12061176,way/353175591,way/353175591,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.86177219,19.21855266,way/353188709,way/353188709,Mumbai,"CTS no 68/E, Plot no -134(1)",400066,"Dattapada Road, Borivali East",commercial,,Suashish IT Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8543555,19.11651046,way/353191668,way/353191668,,,,,commercial,,Rustomjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.87018312,19.07247968,way/353192757,way/353192757,Mumabi,,400051,Kanzul Iman Road,commercial,,Pinnacle Corporate Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.81522389,18.95605395,way/353203458,way/353203458,Mumbai,3,400004,Mathew Road,commercial,5,Kala Bhavan,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.81530324,18.95581027,way/353203460,way/353203460,Mumbai,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.85069575,19.16068675,way/353209654,way/353209654,,,,,commercial,9,Corporate Avenue by cello&sonal realty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8126014,18.97611915,way/353378128,way/353378128,Mumbai,,400034,Pandit Madan Mohan Malviya Marg,commercial,,Bayside Mall,,,,,mall,,,,Mo-Sa 08:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82222135,18.91398375,way/353393746,way/353393746,Mumbai,,400005,Panday Road,commercial,,Hotel Supreme,,,hotel,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84001187,18.9680519,way/353394755,way/353394755,Mumbai,,,,commercial,5,GST Bhavan,,,,,,,,,,,,,,,,,,,,,,Mazgaon Sales Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82301878,19.01215399,way/353395759,way/353395759,Mumbai,,,,commercial,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8239532,18.914651,way/353402324,way/353402324,Mumbai,,400005,Wodehouse Rd,commercial,,President House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8512227,19.1605668,way/353406354,way/353406354,"Goregon East, Mumbai",,400063,Sonawala Road,commercial,10,Atlanta Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83004959,18.91847235,way/353407530,way/353407530,Mumbai,5/9(I) Grants Building,400005,H.N.A azmi marg,commercial,5,Rahat Enterprises,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8592119,19.1127842,way/353411283,way/353411283,Mumbai,,400059,Cardinal Gracias Road,commercial,6,Inizio,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.88200831,19.05188272,way/353749685,way/353749685,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82026458,18.91594909,way/353750561,way/353750561,Mumbai,,400005,GD Somani Road,commercial,,Cuffe Parade Telephone Exchange,,,,,,,,,,,no,,,MTNL Cuffe Parade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.065203,19.04889605,way/353759357,way/353759357,Kharghar,,410210,Sector 21,commercial,,MTNL Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.02244428,19.08640035,way/353764469,way/353764469,navi mumbai,,,turbhe midc,commercial,5,wasan toyota,,,,,,,,,,,separated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83950741,19.19179225,way/353794809,way/353794809,Mumbai,,400064,"Baudi Lane, Orlem Malad",commercial,,Prestige Industrial Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.94146879,19.1725871,way/353797096,way/353797096,,,,,commercial,,Nirmal Avior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.11316565,18.98581795,way/353826677,way/353826677,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.1128683,18.9861033,way/353826736,way/353826736,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.07703103,19.04207105,way/353988493,way/353988493,,,,,commercial,,D-Mart,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,
73.01872888,19.0221987,way/354451786,way/354451786,Navi Mumbai,,400706,Seawoods Station Road,commercial,2,Seawoods,,,,,,,,yes,,Central Railways,,,Q3632540,Seawoods-Darave,,,,,,,,,,3,yes,1,2,Mumbai Suburban Railway Network,4,train_station,station,SWDV,yes,en:Seawoods–Darave railway station,,,,,,,,,,,,,,,
72.9373037,19.1656481,way/354860213,way/354860213,,,,,commercial,,Commercial Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.96451745,19.19949747,way/355429328,way/355429328,Thane,,,Eastern Express Highway,commercial,,Nitin Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.87463555,19.13472715,way/356162763,way/356162763,,,,,commercial,,Kamal Amrohi Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8222075,18.92819235,way/356173966,way/356173966,Mumbai,,400021,Barrister Rajni Patel Road,commercial,24,Express Towers,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83912894,19.0188647,way/356452165,way/356452165,Mumbai,,,,commercial,,IMPERIAL ENTERPRISES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.88719078,19.10550735,way/356466646,way/356466646,,,,,commercial,,Pranik Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.87135222,19.12141727,way/356547286,way/356547286,,,,,commercial,,TATA Consultancy Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84174746,19.01931315,way/356555592,way/356555592,,,,,commercial,4,Ahmedoomer Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84171516,19.0200943,way/356555633,way/356555633,,,,,commercial,3,GOKUL NIVAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.86732897,19.21210643,way/357070215,way/357070215,,,,,commercial,,Dimple Arcade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8652136,19.11771141,way/357143302,way/357143302,,,,,commercial,,Tunga International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,
72.82929415,19.0613308,way/357320111,way/357320111,,,,,commercial,,Landmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84263792,19.02394586,way/357360737,way/357360737,,,,,commercial,,Vastu Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83703455,19.06240639,way/357364329,way/357364329,"Bandra, Mumbai",228,400050,Swami Vivekanand Road,commercial,6,Shiv Sadan,,,,,,,,,,,separated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82237065,18.92609804,way/358470327,way/358470327,Mumbai,,400021,Barrister Rajni Patel Road,commercial,,Bajaj Bhawan,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.1130502,18.99065215,way/359797731,way/359797731,,,,,commercial,,Mahatma Jotiba Phule Auditorium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82627072,19.07364255,way/374556098,way/374556098,Mumbai,,,Dr Ambedkar Road,commercial,,Haji Siddique building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.00086073,19.16926618,way/378282143,way/378282143,Mumbai,Unit G-05,400708,"Liberty Tower, Plot No. K 10, Behind Reliable Plaza, Thane-Belapur Road, Airoli Navi Mumbai",commercial,1,InterProducTec Virtual Labs Pvt. Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.97137975,19.2060177,way/379310614,way/379310614,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.97465669,19.2093288,way/379310935,way/379310935,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.97706565,19.2135739,way/379312405,way/379312405,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.89998,19.07868415,way/379315185,way/379315185,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8998995,19.07856815,way/379315186,way/379315186,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8998231,19.07844395,way/379315189,way/379315189,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8997587,19.07868225,way/379315190,way/379315190,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8996635,19.0785466,way/379315192,way/379315192,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.899579,19.07843885,way/379315193,way/379315193,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8324545,18.92881655,way/379326077,way/379326077,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83258206,18.92874344,way/379326078,way/379326078,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83258846,18.92848375,way/379326079,way/379326079,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83272074,18.9283064,way/379326080,way/379326080,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83172474,18.92938099,way/379326570,way/379326570,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.9772975,19.21449623,way/379326754,way/379326754,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83231191,18.92903205,way/379327851,way/379327851,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83167427,18.9287151,way/379328485,way/379328485,,,,,commercial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83166418,18.92892275,way/379328486,way/379328486,,,,,commercial,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8320032,18.9289795,way/379328487,way/379328487,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83181678,18.92832448,way/379328488,way/379328488,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83410106,18.92873525,way/379331065,way/379331065,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83404529,18.92915182,way/379331119,way/379331119,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83429407,18.9291193,way/379331121,way/379331121,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83444478,18.92939433,way/379331122,way/379331122,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83411645,18.92944434,way/379331124,way/379331124,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8337211,18.92825935,way/379331884,way/379331884,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83367091,18.9279453,way/379331885,way/379331885,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
